English,CEFR,gender,word,wordAudio,definition,sentenceAudio,example,sentenceTranslation,oldSentenceToBeDeleted
"proximity, closeness, nearness",B1,feminine,vicinanza,,,,Apprezzo la vicinanza della mia famiglia nei momenti difficili.,I appreciate the closeness of my family in difficult moments.,
violent,B1,adjective,violento,,,,C’è stata una discussione molto violenta tra i due uomini.,There was a very violent argument between the two men.,
violence,B1,feminine,violenza,,,,La violenza non è mai una soluzione accettabile.,Violence is never an acceptable solution.,
virus,B1,masculine,virus,,,,Il virus si diffonde rapidamente tra le persone.,The virus spreads quickly among people.,
visible,B1,adjective,visibile,,,,La luna era chiaramente visibile nonostante le nuvole.,The moon was clearly visible despite the clouds.,
visa,B1,masculine,visto,,,,Hai ricevuto il visto per studiare all'estero?,Have you received a visa to study abroad?,
victim,B1,feminine,vittima,,,,La vittima dell'incidente è stata portata in ospedale.,The victim of the accident was taken to the hospital.,
vowel,B1,feminine,vocale,,,,La parola inizia con una vocale.,The word starts with a vowel.,
will,B1,feminine,volontà,,,,Ci vuole molta volontà per superare le difficoltà.,It takes a lot of willpower to overcome difficulties.,
turn,B1,verb,voltare,,,,Ha voltato pagina e ha iniziato una nuova vita.,He turned the page and started a new life.,
empty,B1,verb,vuotare,,,,Devi vuotare il secchio prima di riempirlo di nuovo.,You need to empty the bucket before filling it again.,
"fell, bring down",B2,verb,abbattere,,,,L'uragano ha abbattuto decine di alberi nella zona rurale.,The hurricane felled dozens of trees in the rural area.,
habitual,B2,adjective,abitudinario,,,,Il suo atteggiamento abitudinario lo rende prevedibile ma stabile.,His habitual attitude makes him predictable but steady.,
abuse,B2,verb,abusare,,,,Ha abusato della sua posizione per ottenere vantaggi personali.,He abused his position to gain personal benefits.,
abuse,B2,masculine,abuso,,,,L'abuso di potere è stato denunciato dai media internazionali.,The abuse of power was reported in the international media.,
welcome,B2,verb,accogliere,,,,La scuola ha saputo accogliere gli studenti stranieri con grande sensibilità.,The school was able to welcome foreign students with great sensitivity.,
"notice, realize",B2,verb,accorgersi,,,,Si è accorto troppo tardi dell'errore commesso.,He realized the mistake too late.,
aqueduct,B2,masculine,acquedotto,,,,L’acquedotto romano è un esempio straordinario di ingegneria antica.,The Roman aqueduct is an extraordinary example of ancient engineering.,
"adaptation, adaptability",B2,masculine,adattamento,,,,L'adattamento a un nuovo ambiente richiede tempo e pazienza.,Adapting to a new environment takes time and patience.,
adapt,B2,verb,adattare,,,,Abbiamo dovuto adattare il progetto alle nuove esigenze del cliente.,We had to adapt the project to the client's new requirements.,
even,B2,adverb,addirittura,,,,Era così stanco che si è addormentato addirittura sul pavimento.,He was so tired he even fell asleep on the floor.,
adoption,B2,feminine,adozione,,,,L’adozione è un gesto d’amore che cambia la vita.,Adoption is an act of love that changes lives.,
fascinate,B2,verb,affascinare,,,,Quel tipo di arte riesce sempre ad affascinare il pubblico.,That type of art always manages to fascinate the public.,
"completely, at all",B2,adverb,affatto,,,,Non mi interessa affatto quello che pensa lui.,I don't care at all what he thinks.,
affirmative,B2,adjective,affermativo,,,,Ha dato una risposta affermativa senza esitazione.,He gave an affirmative answer without hesitation.,
"affect, slice",B2,verb,affettare,,,,Il cuoco ha affettato la carne con precisione per ottenere fette sottili.,The cook sliced the meat precisely to get thin slices.,
affected,B2,adjective,affetto,,,,Sembrava profondamente affetto dalla perdita del suo animale domestico.,He seemed deeply affected by the loss of his pet.,
sharpen,B2,verb,affilare,,,,Il cuoco ha affilato il coltello prima di iniziare a cucinare.,The chef sharpened the knife before starting to cook.,
sharp,B2,adjective,affilato,,,,Il coltello era così affilato che ha tagliato la carne senza sforzo.,The knife was so sharp that it cut the meat effortlessly.,
crowding,B2,masculine,affollamento,,,,L'affollamento nei mezzi pubblici è un problema quotidiano.,Crowding on public transport is a daily problem.,
update,B2,verb,aggiornare,,,,Dobbiamo aggiornare il software ogni settimana per garantire la sicurezza dei dati aziendali.,We need to update the software every week to ensure data security.,
worsen,B2,verb,aggravare,,,,Il suo stato di salute ha iniziato ad aggravarsi rapidamente.,His health condition began to worsen rapidly.,
aggressor,B2,masculine,aggressore,,,,L'aggressore è stato identificato grazie alle telecamere di sorveglianza.,The aggressor was identified thanks to surveillance cameras.,
wing,B2,feminine,ala,,,,L'ala dell'edificio storico è stata restaurata per ospitare mostre temporanee.,The wing of the historic building has been restored to host temporary exhibitions.,
alien,B2,masculine,alieno,,,,"Molti credono che un alieno non debba per forza essere una creatura ostile, ma semplicemente diversa.","Many believe that an alien doesn't necessarily have to be a hostile creature, but simply a different one.",
breath,B2,masculine,alito,,,,"Dopo l'aglio, il suo alito era davvero insopportabile.","After the garlic, your breath was really unbearable.",
flood,B2,feminine,alluvione,,,,L’alluvione ha distrutto molte case nel villaggio.,The flood destroyed many houses in the village.,
alternate,B2,verb,alternare,,,,Dobbiamo alternare i turni per evitare conflitti.,We need to alternate shifts to avoid conflicts.,
alternative,B2,adjective,alternativo,,,,Stiamo cercando un approccio alternativo al problema.,We are looking for an alternative approach to the problem.,
elsewhere,B2,adverb,altrove,,,,Altrove le condizioni economiche sono molto diverse da quelle del nostro paese.,"Elsewhere, economic conditions are very different from those in our country.",
"field, scope",B2,masculine,ambito,,,,Ha raggiunto grandi risultati nel suo ambito professionale grazie a impegno e competenza.,He achieved great results in his professional field thanks to his commitment and competence.,
admit,B2,verb,ammettere,,,,Devo ammettere che hai avuto un'ottima idea.,I must admit that you had a very good idea.,
analysis,B2,feminine,analisi,,,,L'analisi dei dati ha evidenziato una tendenza preoccupante.,The data analysis revealed a worrying trend.,
analyze,B2,verb,analizzare,,,,È importante analizzare il contesto prima di prendere una decisione.,It's important to analyze the context before making a decision.,
anatomy,B2,feminine,anatomia,,,,L'anatomia umana è una materia fondamentale per chi studia medicina.,Human anatomy is a fundamental subject for those studying medicine.,
"trend, course",B2,masculine,andamento,,,,L’andamento del mercato è stato positivo negli ultimi mesi.,The market trend has been positive in recent months.,
soul,B2,feminine,anima,,,,L'anima del personaggio è stata descritta con grande profondità.,The soul of the character was described with great depth.,
animate,B2,verb,animare,,,,Il regista è riuscito ad animare la scena con grande maestria.,The director was able to animate the scene with great skill.,
animation,B2,feminine,animazione,,,,L'animazione ha ricevuto numerosi premi per la qualità visiva.,The animation received numerous awards for visual quality.,
anime,B2,masculine,anime,,,,L'anime affronta temi profondi con uno stile narrativo innovativo.,The anime addresses deep themes with an innovative narrative style.,
"anxious, eager",B2,adjective,ansioso,,,,Era ansioso di conoscere i risultati dell'esame finale.,He was eager to know the results of the final exam.,
anticipate,B2,verb,anticipare,,,,Abbiamo cercato di anticipare le possibili difficoltà del progetto.,We tried to anticipate the possible difficulties of the project.,
advance,B2,masculine,anticipo,,,,Ho pagato l’affitto in anticipo per evitare ritardi.,I paid the rent in advance to avoid delays.,
openly,B2,adverb,apertamente,,,,Ha parlato apertamente delle sue difficoltà personali durante l'intervista.,He spoke openly about his personal struggles during the interview.,
belonging,B2,feminine,appartenenza,,,,Il senso di appartenenza al gruppo è molto forte.,The sense of belonging to the group is very strong.,
application,B2,feminine,applicazione,,,,L'applicazione mobile è stata aggiornata con nuove funzionalità.,The mobile application has been updated with new features.,
learning,B2,masculine,appredimento,,,,L'apprendimento di una lingua straniera richiede costanza.,Learning a foreign language requires perseverance.,
learn,B2,verb,apprendere,,,,"Gli studenti dovrebbero apprendere non solo nozioni, ma anche competenze pratiche.","The students should learn not only facts, but also practical skills.",
apprentice,B2,noun,apprendista,,,,L'apprendista ha seguito il maestro per imparare il mestiere.,The apprentice followed the master to learn the trade.,
approach,B2,masculine,approccio,,,,Il suo approccio al problema è stato molto innovativo.,His approach to the problem was very innovative.,
"deepen, dive into",B2,verb,approfondire,,,,Vorrei approfondire questo argomento perché lo trovo davvero interessante.,I'd like to explore this topic further because I find it truly interesting.,
approval,B2,feminine,approvazione,,,,L’approvazione del progetto è arrivata dopo una lunga discussione.,The project approval came after a long discussion.,
peanut,B2,feminine,arachide,,,,"Sono allergico all'arachide, quindi leggo sempre gli ingredienti.","I'm allergic to peanuts, so I always read the ingredients.",
archaeology,B2,feminine,archeologia,,,,L’archeologia ci aiuta a comprendere meglio le civiltà antiche.,Archaeology helps us better understand ancient civilizations.,
archaeologist,B2,masculine,archeologo,,,,L’archeologo ha scoperto resti di un antico tempio romano.,The archaeologist discovered remains of an ancient Roman temple.,
arrest,B2,verb,arrestare,,,,La polizia è riuscita ad arrestare il sospetto in tempo.,The police were able to arrest the suspect in time.,
arrogant,B2,adjective,arrogante,,,,È troppo arrogante per accettare un consiglio.,He's too arrogant to accept advice.,
redden,B2,verb,arrossare,,,,La pelle ha iniziato ad arrossare dopo il contatto con la sostanza chimica.,The skin started to redden after contact with the chemical substance.,
blush,B2,verb,arrossire,,,,Tende ad arrossire quando parla in pubblico.,He tends to blush when he speaks in public.,
"savor, taste, enjoy",B2,verb,assaporare,,,,Durante la vacanza ho potuto finalmente assaporare la libertà.,During the vacation I was finally able to savor freedom.,
associated,B2,adjective,associato,,,,Il suo nome è spesso associato a progetti innovativi nel settore tecnologico.,His name is often associated with innovative projects in the tech sector.,
association,B2,feminine,associazione,,,,L'associazione organizza eventi culturali per i giovani.,The association organizes cultural events for young people.,
atomic,B2,adjective,atomico,,,,L'energia atomica può essere sia utile che pericolosa.,Atomic energy can be both useful and dangerous.,
atom,B2,masculine,atomo,,,,Un atomo è la più piccola unità della materia.,An atom is the smallest unit of matter.,
attitude,B2,masculine,atteggiamento,,,,Il suo atteggiamento positivo ha influenzato tutto il gruppo.,His positive attitude influenced the whole group.,
assassination attempt,B2,masculine,attentato,,,,L'attentato è stato sventato grazie all'intervento tempestivo della polizia.,The assassination attempt was foiled thanks to timely intervention by the police.,
actively,B2,adverb,attivamente,,,,Ha partecipato attivamente alla discussione in classe.,He participated actively in the class discussion.,
act,B2,masculine,atto,,,,Con un gesto rapido ha concluso l'atto teatrale.,"With a quick gesture, he concluded the play.",
